ProductID,Date,Zip,Units,Revenue
1085,2017-12-02,85301,1,89.197500
1085,2017-12-05,32341,1,89.197500
1085,2017-12-05,90745,1,89.197500
1085,2017-12-05,91325,2,178.395000
1085,2017-12-06,21061,2,178.395000
1085,2017-12-06,21225,1,89.197500
1085,2017-12-06,32765,1,89.197500
1085,2017-12-06,93033,2,178.395000
1085,2017-12-06,93103,1,89.197500
1085,2017-12-07,58504,1,89.197500
1085,2017-12-07,92346,1,89.197500
1085,2017-12-08,35242,1,89.197500
1085,2017-12-08,37072,1,89.197500
1085,2017-12-08,38655,1,89.197500
1085,2017-12-08,40701,1,89.197500
1085,2017-12-08,83709,1,89.197500
1085,2017-12-08,92109,1,89.197500
1085,2017-12-08,92694,1,89.197500
1085,2017-12-08,97131,1,89.197500
1085,2017-12-09,29153,1,89.197500
1085,2017-12-12,42754,1,89.197500
1085,2017-12-12,65243,1,86.572500
1085,2017-12-12,70560,1,89.197500
1085,2017-12-12,91384,1,89.197500
1085,2017-12-12,91910,1,89.197500
1085,2017-12-12,95377,1,89.197500
1085,2017-12-13,29520,1,89.197500
1085,2017-12-13,35242,1,89.197500
1085,2017-12-13,92301,1,89.197500
1085,2017-12-13,92329,1,89.197500
1085,2017-12-13,95630,1,89.197500
1085,2017-12-14,34614,1,89.197500
1085,2017-12-14,91350,1,89.197500
1085,2017-12-14,92316,1,89.197500
1085,2017-12-15,91901,1,89.197500
1085,2017-12-15,94513,1,89.197500
1085,2017-12-15,94565,1,89.197500
1085,2017-12-16,08753,1,89.197500
1085,2017-12-16,33178,1,89.197500
1085,2017-12-16,37215,1,86.572500
1085,2017-12-16,63051,1,89.197500
1085,2017-12-16,65721,1,89.197500
1085,2017-12-16,72223,1,89.197500
1085,2017-12-16,76230,1,89.197500
1085,2017-12-16,84655,1,89.197500
1085,2017-12-16,97708,1,89.197500
1085,2017-12-19,21029,1,89.197500
1085,2017-12-19,25159,1,89.197500
1085,2017-12-19,29526,1,89.197500
1085,2017-12-19,33880,1,89.197500
1085,2017-12-19,36279,1,89.197500
1085,2017-12-19,36305,1,89.197500
1085,2017-12-19,36362,1,89.197500
1085,2017-12-19,36732,1,89.197500
1085,2017-12-19,70058,1,86.572500
1070,2018-07-20,79109,1,157.447500
1070,2018-07-24,56007,1,157.447500
1070,2018-07-27,73401,1,157.447500
1070,2018-07-28,47630,1,157.447500
1070,2018-08-01,35071,1,157.447500
1070,2018-08-04,84720,1,157.447500
1070,2018-08-11,29687,1,157.447500
1070,2018-08-14,38834,1,157.447500
1070,2018-08-15,85755,1,157.447500
1070,2018-08-16,46122,1,157.447500
1070,2018-08-25,35125,1,157.447500
1070,2018-08-30,72150,1,157.447500
1070,2018-09-01,92881,1,157.447500
1070,2018-09-05,78217,1,157.447500
1070,2018-09-26,78040,1,157.447500
1070,2018-09-26,92557,1,157.447500
1070,2018-09-27,07405,1,157.447500
1070,2018-10-24,20705,1,157.447500
1070,2018-10-25,32127,3,472.342500
1070,2018-10-26,05201,1,157.447500
1070,2018-10-26,33569,2,314.895000
1070,2018-10-26,79464,1,157.447500
1070,2018-11-09,92307,1,157.447500
1070,2018-11-17,85379,1,157.447500
1070,2018-11-28,21651,1,157.447500
1070,2018-11-28,74023,1,157.447500
1070,2018-12-01,07760,1,157.447500
1070,2018-12-01,92881,1,157.447500
1070,2018-12-04,85218,1,157.447500
1070,2018-12-07,97080,1,157.447500
1070,2018-12-11,65613,1,157.447500
1070,2018-12-13,01240,1,157.447500
1070,2018-12-13,68516,1,157.447500
1070,2018-12-14,88310,1,157.447500
1070,2018-12-27,53207,2,314.895000
1070,2018-12-27,92555,1,157.447500
1070,2018-12-28,06093,1,157.447500
1070,2018-12-28,91321,1,157.447500
1070,2018-12-29,85239,1,157.447500
1070,2018-12-30,75034,1,157.447500
1094,2015-03-03,75608,1,57.697500
1094,2015-03-03,92243,1,57.697500
1094,2015-03-06,73626,1,57.697500
1094,2015-03-06,95678,1,57.697500
1094,2015-03-07,25671,1,57.697500
1094,2015-03-07,52351,1,57.697500
1094,2015-03-10,63088,1,57.697500
1094,2015-03-10,88220,1,57.697500
1094,2015-03-14,68147,1,57.697500
1094,2015-03-14,70706,1,57.697500
1094,2015-03-24,83686,1,57.697500
1094,2015-03-27,35504,1,57.697500
1094,2015-03-28,53158,1,57.697500
1094,2015-03-28,83201,1,57.697500
1094,2015-03-28,94587,1,57.697500
1094,2015-03-31,54313,1,57.697500
1094,2015-04-02,68434,1,57.697500
1094,2015-04-09,71657,1,57.697500
1094,2015-04-09,97013,1,57.697500
1094,2015-04-15,76210,1,57.697500
1094,2015-04-15,94010,1,57.697500
1094,2015-04-16,46324,1,57.697500
1094,2015-04-17,37618,1,57.697500
1094,2015-04-17,72745,1,57.697500
1094,2015-04-22,20735,1,57.697500
1094,2015-04-23,46221,1,57.697500
1094,2015-04-30,95003,1,57.697500
1094,2015-05-01,90620,1,57.697500
1094,2015-05-02,78411,1,57.697500
1094,2015-05-06,54901,1,57.697500
1094,2015-05-06,75904,1,57.697500
1094,2015-05-14,99577,1,57.697500
1094,2015-05-20,84066,1,57.697500
1094,2015-05-23,32825,1,57.697500
1094,2015-05-23,68410,1,57.697500
1094,2015-05-27,29018,1,57.697500
1094,2015-05-27,40360,1,57.697500
1094,2015-05-27,54601,1,57.697500
1094,2015-05-27,78258,1,57.697500
1094,2015-05-28,94945,1,57.697500
1094,2015-06-02,70433,1,57.697500
1094,2015-06-16,84095,1,57.697500
1094,2015-06-16,97527,1,57.697500
1094,2015-06-20,85641,1,57.697500
1094,2015-06-24,40505,1,57.697500
1094,2015-06-26,21122,1,57.697500
1094,2015-07-02,39354,1,57.697500
1094,2015-07-07,71227,1,57.697500
1094,2015-07-16,67871,1,57.697500
1094,2015-07-28,64034,1,57.697500
1094,2015-07-29,40299,1,57.697500
1094,2015-07-29,66226,1,57.697500
1094,2015-07-31,59718,1,57.697500
1094,2015-08-29,64093,1,57.697500
1094,2015-09-02,76244,1,57.697500
1094,2015-09-08,37691,1,57.697500
1094,2015-09-29,29671,1,57.697500
1094,2015-10-08,93905,1,57.697500
1094,2015-10-14,51249,1,57.697500
1094,2015-10-27,76266,1,57.697500
1094,2015-11-07,38655,1,57.697500
1094,2015-11-10,01082,1,57.697500
1094,2015-11-10,46151,1,57.697500
1094,2015-11-19,34482,1,57.697500
1094,2015-11-24,38965,1,57.697500
1094,2015-12-03,32548,1,57.697500
1094,2015-12-08,75631,1,57.697500
1094,2015-12-11,39116,1,57.697500
1094,2015-12-12,39702,1,57.697500
1094,2015-12-15,39574,1,57.697500
1094,2015-12-16,83686,1,57.697500
1094,2015-12-18,71832,1,57.697500
1094,2015-12-22,06479,1,57.697500
1094,2015-12-22,34746,1,57.697500
1094,2015-12-22,78380,1,57.697500
1094,2015-12-22,95682,1,57.697500
1094,2015-12-23,70094,1,57.697500
1094,2015-12-23,94122,1,57.697500
1094,2015-12-29,38501,1,57.697500
1094,2015-12-29,76234,1,57.697500
1094,2015-12-29,82443,1,57.697500
1094,2015-12-30,63379,1,57.697500
1094,2015-12-30,91342,1,57.697500
1094,2015-12-30,92508,2,115.395000
1094,2015-12-30,93033,1,57.697500
1094,2016-01-05,37763,1,57.697500
1094,2016-01-05,40031,1,57.697500
1094,2016-01-05,41621,1,57.697500
1094,2016-01-05,57718,1,57.697500
1094,2016-01-05,63341,1,57.697500
1094,2016-01-05,72065,1,57.697500
1094,2016-01-05,82716,1,57.697500
1094,2016-01-05,82727,1,57.697500
1094,2016-01-05,84042,1,57.697500
1094,2016-01-06,85037,1,57.697500
1094,2016-01-07,76542,1,57.697500
1094,2016-01-12,02864,1,57.697500
1094,2016-01-13,34986,1,57.697500
1094,2016-01-14,90712,1,57.697500
1094,2016-01-16,38701,1,57.697500
1094,2016-01-16,38732,1,57.697500
1094,2016-01-22,74533,1,57.697500
1094,2016-01-23,37830,1,57.697500
1094,2016-01-30,82001,1,57.697500
1094,2016-01-30,93001,1,57.697500
1094,2016-01-30,94401,1,57.697500
1094,2016-02-02,36854,1,57.697500
1094,2016-02-03,68516,1,57.697500
1094,2016-02-05,77450,1,57.697500
1094,2016-02-09,33068,1,57.697500
1094,2016-02-10,36863,1,57.697500
1094,2016-02-18,06107,1,57.697500
1094,2016-02-24,71655,1,57.697500
1113,2018-07-27,83001,1,146.947500
1113,2018-07-31,92883,1,146.947500
1113,2018-08-07,40337,1,146.947500
1113,2018-08-08,01527,1,146.947500
1113,2018-08-15,32808,1,146.947500
1113,2018-08-15,89815,1,146.947500
1113,2018-08-18,97838,1,146.947500
1113,2018-08-21,92545,1,146.947500
1113,2018-08-30,78608,1,146.947500
1113,2018-09-12,95682,1,146.947500
1113,2018-09-13,77520,1,146.947500
1113,2018-09-25,47620,1,146.947500
1113,2018-10-10,06790,1,146.947500
1113,2018-10-26,32738,1,146.947500
1113,2018-11-01,89139,1,146.947500
1113,2018-11-30,07726,1,146.947500
1113,2018-12-04,95726,1,146.947500
1113,2018-12-07,70633,1,146.947500
1113,2018-12-27,78251,1,146.947500
1113,2018-12-29,95610,1,146.947500
1080,2012-05-09,02093,1,265.072500
1080,2012-05-09,89032,1,265.072500
1080,2012-05-09,97739,1,265.072500
1080,2012-05-23,83002,1,265.072500
1080,2012-05-31,93221,1,262.447500
1080,2012-06-20,84109,1,265.072500
1080,2012-06-20,84116,1,265.072500
1080,2012-06-28,97322,1,265.072500
1080,2012-09-06,97477,1,265.072500
1080,2012-09-15,07052,1,265.072500
1080,2012-11-16,95746,1,265.072500
1080,2012-11-27,84660,2,530.145000
1080,2013-03-21,83714,1,265.072500
1080,2013-03-23,70072,1,265.072500
1080,2013-04-11,89131,1,265.072500
1080,2014-07-25,32808,1,265.072500
1081,2011-01-15,06457,1,225.697500
1081,2011-01-15,39402,1,225.697500
1081,2011-01-15,74070,1,225.697500
1081,2011-01-15,95926,1,225.697500
1081,2011-01-15,97201,1,225.697500
1081,2011-02-15,97013,1,225.697500
1081,2011-03-15,02830,1,225.697500
1081,2011-03-15,06071,1,225.697500
1081,2011-03-15,64151,1,225.697500
1081,2011-03-15,96001,1,225.697500
1081,2011-04-15,01077,1,225.697500
1081,2011-04-15,21030,1,225.697500
1081,2011-04-15,46996,1,225.697500
1081,2011-04-15,51501,1,225.697500
1081,2011-04-15,56007,1,225.697500
1081,2011-04-15,79119,1,225.697500
1081,2011-04-15,83647,2,451.395000
1081,2011-04-15,84010,1,225.697500
1081,2011-04-15,84414,1,225.697500
1081,2011-04-15,97206,1,225.697500
1081,2011-04-15,99669,1,225.697500
1081,2011-05-15,21901,1,225.697500
1081,2011-05-15,35475,1,225.697500
1081,2011-05-15,63304,1,225.697500
1081,2011-05-15,78501,1,225.697500
1081,2011-05-15,92807,1,225.697500
1081,2011-05-15,97123,1,225.697500
1081,2011-06-15,02048,1,225.697500
1081,2011-06-15,35126,1,225.697500
1081,2011-06-15,47448,1,225.697500
1081,2011-06-15,54701,1,225.697500
1081,2011-06-15,66109,1,225.697500
1081,2011-06-15,68310,1,225.697500
1081,2011-06-15,83642,1,225.697500
1081,2011-07-15,05301,1,228.322500
1081,2011-07-15,26416,1,228.322500
1081,2011-07-15,42553,1,228.322500
1081,2011-07-15,57702,1,225.697500
1081,2011-07-15,63016,1,225.697500
1081,2011-07-15,73067,1,228.322500
1081,2011-07-15,75028,1,225.697500
1081,2011-07-15,78628,1,228.322500
1081,2011-07-15,83544,1,225.697500
1081,2011-08-15,08534,1,225.697500
1081,2011-08-15,20747,1,228.322500
1081,2011-08-15,35007,1,228.322500
1081,2011-08-15,65010,1,228.322500
1081,2011-08-15,76015,1,225.697500
1081,2011-08-15,83455,1,228.322500
1081,2011-09-15,33946,1,225.697500
1081,2011-09-15,37075,1,228.322500
1081,2011-09-15,97038,1,228.322500
1081,2011-10-15,07420,1,228.322500
1081,2011-10-15,29483,1,228.322500
1081,2011-10-15,66061,1,228.322500
1086,2016-07-19,92345,1,86.572500
1086,2016-07-19,92504,1,86.572500
1086,2016-07-20,71943,1,86.572500
1086,2016-07-21,42049,1,86.572500
1086,2016-07-21,55904,1,83.947500
1086,2016-07-21,73099,1,86.572500
1086,2016-07-21,92883,1,86.572500
1086,2016-07-23,06057,1,86.572500
1086,2016-07-26,75495,2,173.145000
1086,2016-07-26,77901,1,86.572500
1086,2016-07-26,92807,1,86.572500
1086,2016-07-27,95424,1,86.572500
1086,2016-07-28,02360,1,83.947500
1086,2016-07-28,66801,1,86.572500
1086,2016-07-28,95304,1,86.572500
1086,2016-07-30,55345,1,89.197500
1086,2016-07-30,65065,1,86.572500
1086,2016-08-02,33549,1,86.572500
1086,2016-08-03,55128,1,83.947500
1086,2016-08-03,68743,1,83.947500
1086,2016-08-03,69301,1,86.572500
1086,2016-08-03,95430,1,86.572500
1086,2016-08-04,21771,1,86.572500
1086,2016-08-04,40337,1,86.572500
1086,2016-08-04,84003,1,86.572500
1086,2016-08-05,29436,1,86.572500
1086,2016-08-05,95628,1,86.572500
1086,2016-08-10,21050,1,86.572500
1086,2016-08-10,46366,1,86.572500
1086,2016-08-11,32780,1,86.572500
1086,2016-08-12,85048,2,173.145000
1086,2016-08-12,86515,1,83.947500
1086,2016-08-16,21703,1,86.572500
1086,2016-08-17,01570,1,83.947500
1086,2016-08-17,02874,1,86.572500
1086,2016-08-18,63034,1,86.572500
1086,2016-08-18,76017,1,86.572500
1086,2016-08-18,79010,1,86.572500
1086,2016-08-18,95242,1,86.572500
1086,2016-08-20,55011,1,86.572500
1086,2016-08-23,06783,1,86.572500
1086,2016-08-23,92504,1,86.572500
1086,2016-08-23,95619,1,86.572500
1086,2016-08-24,54017,1,86.572500
1086,2016-08-24,90745,1,86.572500
1086,2016-08-25,74601,1,86.572500
1086,2016-08-25,94521,1,86.572500
1086,2016-08-26,06072,1,86.572500
1086,2016-08-26,50566,1,86.572500
1086,2016-08-27,95687,1,86.572500
1086,2016-08-30,55017,1,86.572500
1086,2016-08-30,63368,1,86.572500
1086,2016-08-31,77665,1,86.572500
1086,2016-09-01,35004,1,86.572500
1086,2016-09-01,76016,1,86.572500
1086,2016-09-02,36785,1,86.572500
1086,2016-09-02,46062,1,86.572500
1086,2016-09-02,91737,1,86.572500
1086,2016-09-02,92314,1,86.572500
1086,2016-09-03,65616,1,86.572500
1086,2016-09-07,70570,1,86.572500
1086,2016-09-07,91763,1,86.572500
1085,2014-10-23,08075,1,84.000000
1085,2014-10-23,46322,1,89.197500
1085,2014-10-23,63012,1,84.000000
1085,2014-10-23,91737,1,89.197500
1085,2014-10-24,95376,1,89.197500
1085,2014-10-25,90701,1,89.197500
1085,2014-10-29,95687,1,89.197500
1085,2014-10-30,40118,1,89.197500
1085,2014-10-30,95023,1,89.197500
1085,2014-10-31,77506,1,89.197500
1085,2014-11-05,75980,1,89.197500
1085,2014-11-05,85737,1,89.197500
1085,2014-11-11,70726,1,89.197500
1085,2014-11-11,95695,1,89.197500
1085,2014-11-12,37115,1,89.197500
1085,2014-11-15,38401,1,84.000000
1085,2014-11-18,40071,1,89.197500
1085,2014-11-18,42101,1,84.000000
1085,2014-11-18,95020,1,89.197500
1085,2014-11-19,07076,1,84.000000
1085,2014-11-19,37318,1,89.197500
1085,2014-11-19,92586,1,89.197500
1085,2014-11-20,94550,1,89.197500
1085,2014-11-27,33823,1,89.197500
1085,2014-11-27,92503,1,89.197500
1085,2014-12-02,64485,1,89.197500
1085,2014-12-02,94533,1,89.197500
1085,2014-12-03,46151,1,89.197500
1085,2014-12-03,75090,1,89.197500
1085,2014-12-03,96003,1,89.197500
1085,2014-12-05,83651,1,89.197500
1085,2014-12-06,21202,1,89.197500
1085,2014-12-06,92879,1,89.197500
1085,2014-12-09,84790,1,89.197500
1085,2014-12-10,70501,1,89.197500
1085,2014-12-10,72734,1,89.197500
1085,2014-12-10,95682,1,89.197500
1085,2014-12-11,07677,1,89.197500
1085,2014-12-12,08831,1,89.197500
1085,2014-12-12,65201,1,89.197500
1085,2014-12-12,95709,1,89.197500
1085,2014-12-13,08088,1,84.000000
1085,2014-12-13,78412,1,89.197500
1085,2014-12-13,82520,1,84.000000
1085,2014-12-16,32571,1,89.197500
1085,2014-12-16,35016,1,89.197500
1085,2014-12-16,92881,1,89.197500
1085,2014-12-17,72761,1,89.197500
1085,2014-12-17,76028,1,89.197500
1085,2014-12-17,90620,1,89.197500
1085,2014-12-18,33710,1,89.197500
1085,2014-12-18,70817,1,89.197500
1085,2014-12-18,75035,1,89.197500
1085,2014-12-19,19701,1,89.197500
1085,2014-12-20,06351,1,89.197500
1085,2014-12-20,33543,1,84.000000
1085,2014-12-20,38017,1,84.000000
1085,2014-12-20,73651,1,89.197500
1085,2014-12-20,92026,1,89.197500
1085,2014-12-20,92078,1,89.197500
1085,2014-12-23,02333,1,89.197500
1085,2014-12-23,39350,1,89.197500
1085,2014-12-26,70560,1,84.000000
1085,2014-12-26,77306,1,89.197500
1085,2014-12-26,93004,1,89.197500
1085,2014-12-26,94580,1,89.197500
1085,2014-12-26,95667,2,178.395000
1085,2014-12-27,19711,1,84.000000
1085,2014-12-27,29078,1,84.000000
1085,2014-12-27,36037,1,84.000000
1085,2014-12-27,68715,1,89.197500
1085,2014-12-27,70563,1,84.000000
1085,2014-12-27,84027,1,89.197500
1085,2014-12-27,86412,1,89.197500
1085,2014-12-30,02536,1,84.000000
1085,2014-12-30,02766,1,89.197500
1085,2014-12-30,08037,1,89.197500
1085,2014-12-30,29585,1,89.197500
1085,2014-12-30,33803,1,89.197500
1085,2014-12-30,37921,1,84.000000
1085,2014-12-30,46385,1,89.197500
1085,2014-12-30,71639,1,89.197500
1085,2014-12-30,92503,1,89.197500
1085,2014-12-31,21034,1,89.197500
1085,2014-12-31,29461,1,89.197500
1085,2014-12-31,29841,1,89.197500
1085,2014-12-31,37617,1,89.197500
1085,2014-12-26,08753,1,89.197500
1085,2014-12-26,32404,1,89.197500
1085,2014-12-26,46214,1,89.197500
1085,2014-12-26,52154,1,89.197500
1085,2014-12-26,53810,1,89.197500
1085,2014-12-26,55082,1,84.000000
1085,2014-12-26,57110,1,89.197500
1085,2014-12-26,75154,1,84.000000
1085,2014-12-26,84004,1,89.197500
1085,2014-12-26,85259,1,89.197500
1085,2014-12-26,93901,1,89.197500
1085,2014-12-27,29126,1,84.000000
1085,2014-12-27,29631,1,89.197500
1085,2014-12-27,33067,1,84.000000
1085,2014-12-27,54915,1,89.197500
1085,2014-12-27,70360,1,89.197500
1085,2014-12-27,93536,1,89.197500
1085,2014-12-30,29715,1,89.197500
1085,2014-12-30,36078,1,89.197500
1085,2014-12-30,37311,1,89.197500
1085,2014-12-30,58105,1,84.000000
1085,2014-12-30,63141,1,89.197500
1085,2014-12-30,84088,1,89.197500
1085,2014-12-30,85248,1,89.197500
1085,2014-12-30,94517,1,89.197500
1085,2014-12-30,96093,1,89.197500
1085,2014-12-31,06472,1,89.197500
1085,2014-12-31,07005,1,89.197500
1085,2014-12-31,38671,1,89.197500
1085,2014-12-31,39466,1,84.000000
1085,2014-12-31,53807,1,89.197500
1085,2014-12-31,55318,1,89.197500
1085,2014-12-31,68601,1,89.197500
1085,2014-12-31,75602,1,89.197500
1085,2014-12-31,78620,1,89.197500
1085,2015-01-02,35243,1,89.197500
1085,2015-01-02,59860,1,89.197500
1085,2015-01-02,65281,1,84.000000
1085,2015-01-02,85044,1,89.197500
1085,2015-01-02,90034,1,89.197500
1085,2015-01-03,32080,1,89.197500
1085,2015-01-03,90262,1,89.197500
1085,2015-01-06,95682,2,178.395000
1085,2015-01-09,42211,1,84.000000
1085,2015-01-10,94551,1,89.197500
1085,2015-01-13,95667,1,89.197500
1085,2015-01-14,93727,1,89.197500
1085,2015-01-15,92860,1,89.197500
1085,2015-01-16,67401,1,84.000000
1085,2015-01-20,47501,1,89.197500
1085,2015-01-20,89143,1,89.197500
1085,2015-01-21,79925,1,84.000000
1085,2015-01-23,77346,1,84.000000
1085,2015-01-24,91740,1,89.197500
1085,2015-01-24,93063,1,89.197500
1085,2015-01-27,74402,1,84.000000
1085,2015-01-28,34772,1,89.197500
1085,2015-01-29,91780,1,89.197500
1085,2015-01-30,97128,1,89.197500
1085,2015-02-03,74641,1,89.197500
1085,2015-02-04,76082,1,89.197500
1085,2015-02-04,86403,1,89.197500
1085,2015-02-04,92143,1,89.197500
1085,2015-02-04,95123,1,89.197500
1085,2015-02-05,93551,1,89.197500
1085,2015-02-06,69337,1,84.000000
1066,2014-03-27,21014,1,304.447500
1066,2014-03-27,25515,1,304.447500
1066,2014-03-27,74133,1,304.447500
1066,2014-03-27,93308,1,304.447500
1066,2014-03-27,95687,1,304.447500
1066,2014-03-28,26456,2,608.895000
1066,2014-03-28,55024,1,304.447500
1066,2014-04-02,79423,1,304.447500
1066,2014-04-02,84414,1,304.447500
1066,2014-04-02,89032,1,304.447500
1066,2014-04-02,92102,1,304.447500
1066,2014-04-03,90039,1,304.447500
1066,2014-04-05,57103,1,304.447500
1066,2014-04-05,92382,1,304.447500
1066,2014-04-12,64492,1,304.447500
1066,2014-04-16,53072,1,304.447500
1066,2014-04-18,21157,1,304.447500
1066,2014-04-18,21797,1,304.447500
1066,2014-04-22,07480,1,304.447500
1066,2014-04-22,38565,1,304.447500
1066,2014-04-22,42071,1,304.447500
1066,2014-04-23,93308,1,304.447500
1066,2014-04-29,83544,1,304.447500
1066,2014-04-30,90732,1,304.447500
1066,2014-05-01,84092,1,304.447500
1066,2014-05-02,84321,1,304.447500
1066,2014-05-03,46217,1,304.447500
1066,2014-05-03,84014,1,304.447500
1066,2014-05-07,82336,1,304.447500
1066,2014-05-08,85242,1,304.447500
1066,2014-05-13,32776,1,304.447500
1066,2014-05-15,91932,1,304.447500
1066,2014-05-16,92256,1,304.447500
1066,2014-05-21,37146,1,304.447500
1066,2014-05-22,92821,1,304.447500
1066,2014-05-29,82721,1,304.447500
1066,2014-05-30,06840,1,304.447500
1066,2014-05-30,55783,1,304.447500
1066,2014-05-30,55964,1,304.447500
1066,2014-05-30,82501,1,304.447500
1066,2014-05-31,76088,1,304.447500
1066,2014-05-31,79928,1,304.447500
1066,2014-05-31,91941,1,304.447500
1066,2014-06-04,74401,1,304.447500
1066,2014-06-04,77708,1,304.447500
1066,2014-06-18,47022,1,304.447500
1066,2014-06-18,97267,1,304.447500
1066,2014-06-19,42262,1,304.447500
1066,2014-06-24,84098,1,304.447500
1066,2014-06-25,57702,1,304.447500
1066,2014-06-25,71118,1,304.447500
1066,2014-06-27,83404,1,304.447500
1066,2014-06-28,93023,1,304.447500
1066,2014-07-08,92625,1,304.447500
1066,2014-07-08,97211,1,304.447500
1066,2014-07-08,97229,1,304.447500
1066,2014-07-11,91030,1,304.447500
1066,2014-07-17,82939,1,304.447500
1066,2014-07-18,65065,1,304.447500
1066,2014-07-26,92845,1,304.447500
1066,2014-07-26,95010,1,304.447500
1066,2014-07-31,06260,1,304.447500
1066,2014-07-31,53185,1,304.447500
1066,2014-07-31,78221,1,304.447500
1066,2014-07-31,93720,1,304.447500
1066,2014-08-06,01507,1,304.447500
1066,2014-08-07,95626,1,304.447500
1066,2014-08-13,34685,1,304.447500
1066,2014-08-15,92020,1,304.447500
1066,2014-08-19,53573,1,304.447500
1066,2014-08-19,92840,1,304.447500
1066,2014-08-20,01083,1,304.447500
1066,2014-08-27,92028,1,304.447500
1066,2014-08-28,38117,1,304.447500
1066,2014-08-28,72401,1,304.447500
1066,2014-08-28,94521,1,304.447500
1066,2014-08-29,92064,1,304.447500
1066,2014-09-03,46123,2,608.895000
1066,2014-09-03,92705,1,304.447500
1066,2014-09-10,85335,1,304.447500
1066,2014-09-11,54016,1,309.697500
1066,2014-09-16,56011,1,309.697500
1066,2014-09-16,82009,1,309.697500
1066,2014-09-17,92354,1,309.697500
1066,2014-09-18,40484,1,309.697500
1066,2014-09-19,20814,1,309.697500
